iter	RMSE
560	3.259536692
561	3.258687528
562	3.257407385
563	3.256486694
564	3.256449827
565	3.255300755
566	3.255044765
567	3.254689319
568	3.25379072
569	3.252553003
570	3.251993719
571	3.251686517
572	3.250457429
573	3.249908269
574	3.249425928
575	3.248739788
576	3.247888026
577	3.247038225
578	3.245879753
579	3.244964867
580	3.244164637
581	3.242779954
582	3.241951962
583	3.241109986
584	3.240501345
585	3.239882895
586	3.238404872
587	3.237787289
588	3.237443329
589	3.23669824
590	3.235212751
591	3.234749747
592	3.233994566
593	3.233198526
594	3.232066622
595	3.231586583
596	3.230421391
597	3.229769942
598	3.229189222
599	3.228519895
600	3.227597037
601	3.226773747
602	3.226009179
603	3.22542381
604	3.224913315
605	3.223729861
606	3.223056025
607	3.221845435
608	3.221223282
609	3.221124986
610	3.220730578
611	3.219616046
612	3.218913634
613	3.218387831
614	3.217345241
615	3.216511546
616	3.216226355
617	3.215405775
618	3.214566076
619	3.214069958
620	3.213003581
621	3.212392238
622	3.211351321
623	3.21054255
624	3.209553283
625	3.208618184
626	3.207179611
627	3.206748145
628	3.206228467
629	3.20579388
630	3.205154741
631	3.204648341
632	3.204084171
633	3.203353121
634	3.203215757
635	3.202489973
636	3.201390315
637	3.200338098
638	3.199827247
639	3.199314293
640	3.198165873
641	3.197803278
642	3.197292378
643	3.197044458
644	3.19644988
645	3.195613519
646	3.195178968
647	3.194472234
648	3.194101988
649	3.193616148
650	3.192373092
651	3.192330547
652	3.191683729
653	3.190938111
654	3.189699276
655	3.188985969
656	3.188542113
657	3.188268132
658	3.187723972
659	3.187058029
660	3.18626944
661	3.186081325
662	3.185112295
663	3.184108478
664	3.183491079
665	3.182601207
666	3.182228542
667	3.181323024
668	3.179953519
669	3.179108398
670	3.178638487
671	3.178212855
672	3.177159541
673	3.176759275
674	3.17617299
675	3.175050619
676	3.1743235
677	3.173663222
678	3.173568269
679	3.173093588
680	3.172962152
681	3.172858557
682	3.171670358
683	3.171284165
684	3.170490683
685	3.169995351
686	3.169536473
687	3.169099994
688	3.168719664
689	3.168122323
690	3.167505574
691	3.16747889
692	3.166976631
693	3.166424558
694	3.166330791
695	3.165340735
696	3.164341265
697	3.163784302
698	3.163330582
699	3.162413725
700	3.161542513
701	3.160599716
702	3.16053807
703	3.159826305
704	3.159182105
705	3.158900649
706	3.158190626
707	3.15768055
708	3.156515649
709	3.155964662
710	3.154690796
711	3.154091639
712	3.154062006
713	3.153547424
714	3.152955988
715	3.152019311
716	3.151320084
717	3.150515691
718	3.149805511
719	3.149064747
720	3.148651731
721	3.148391953
722	3.147524621
723	3.147095008
724	3.146032718
725	3.144858782
726	3.143977594
727	3.143901609
728	3.143891288
729	3.143487159
730	3.142736452
731	3.142687121
732	3.142184236
733	3.141658752
734	3.14081913
735	3.140153054
736	3.139469526
737	3.139028114
738	3.138777636
739	3.137814387
740	3.136897951
741	3.136106804
742	3.135284116
743	3.135234433
744	3.134913133
745	3.134310124
746	3.133856464
747	3.133261113
748	3.132896919
749	3.132516297
750	3.13142881
751	3.130399813
752	3.12998604
753	3.129697158
754	3.129142801
755	3.128246202
756	3.12785388
757	3.127250038
758	3.126513508
759	3.125174352
760	3.12429378
761	3.123722689
762	3.123042249
763	3.122075862
764	3.121335028
765	3.120687662
766	3.120213093
767	3.119745207
768	3.118864965
769	3.118403116
770	3.11793876
771	3.117739431
772	3.117080403
773	3.116247311
774	3.115373524
775	3.114509118
776	3.113681204
777	3.113181918
778	3.112433147
779	3.111771835
780	3.110943346
781	3.109984639
782	3.109559912
783	3.109087075
784	3.108546242
785	3.108353638
786	3.107949426
787	3.107916743
788	3.106043535
789	3.10569475
790	3.105203046
791	3.104302855
792	3.103908001
793	3.102948954
794	3.102560177
795	3.101829628
796	3.101179471
797	3.100786743
798	3.100552343
799	3.099860546
800	3.099125914
801	3.098290039
802	3.097633113
803	3.09734537
804	3.09665691
805	3.096258527
806	3.095303535
807	3.094558038
808	3.093839349
809	3.093414383
810	3.093184992
811	3.092365134
812	3.091221588
813	3.090393586
814	3.089138515
815	3.088472119
816	3.088054581
817	3.088049995
818	3.087646443
819	3.087065108
820	3.086552957
821	3.085932075
822	3.085449701
823	3.084597122
824	3.0837333
825	3.083306361
826	3.082868234
827	3.082076443
828	3.081571897
829	3.08108833
830	3.08015969
831	3.080143839
832	3.07996391
833	3.079444514
834	3.079031187
835	3.078197409
836	3.077887835
837	3.077128863
838	3.076205437
839	3.075823914
840	3.075167473
841	3.074420956
842	3.07383871
843	3.073828149
844	3.072982148
845	3.072400096
846	3.072191408
847	3.07214765
848	3.07140902
849	3.07047235
850	3.070081138
851	3.069217057
852	3.068964714
853	3.068597432
854	3.068111464
855	3.067562901
856	3.066970407
857	3.066283488
858	3.065845999
859	3.065578095
860	3.06533668
861	3.06498378
862	3.064154982
863	3.063841726
864	3.063461607
865	3.063420167
866	3.063343481
867	3.062947461
868	3.06284345
869	3.062824343
870	3.062228931
871	3.061858305
872	3.061063513
873	3.060612397
874	3.060044735
875	3.059272356
876	3.058867284
877	3.058801817
878	3.058481452
879	3.058287593
880	3.058284929
881	3.057835335
882	3.057073474
883	3.05661811
884	3.056311731
885	3.055874611
886	3.055260468
887	3.054815202
888	3.054277808
889	3.053087446
890	3.052744961
891	3.052328844
892	3.052164627
893	3.051577657
894	3.051161348
895	3.050529344
896	3.050055039
897	3.049247953
898	3.048500209
899	3.047384902
900	3.046858359
901	3.046431025
902	3.045999795
903	3.045378716
904	3.04472778
905	3.043886097
906	3.043204416
907	3.042847144
908	3.04239569
909	3.041930666
910	3.041343728
911	3.040652232
912	3.039648797
913	3.039318241
914	3.038477226
915	3.038253374
916	3.037295267
917	3.036811873
918	3.036182961
919	3.035731167
920	3.035045663
921	3.034486056
922	3.033526976
923	3.033103679
924	3.032738203
925	3.031987781
926	3.030996353
927	3.030614144
928	3.029630612
929	3.02850414
930	3.0280564
931	3.027153285
932	3.026622301
933	3.026440565
934	3.025722091
935	3.025025249
936	3.024948145
937	3.024934004
938	3.024138911
939	3.024082262
940	3.023509854
941	3.02296867
942	3.022548391
943	3.021287532
944	3.021153516
945	3.020100447
946	3.019804723
947	3.019024636
948	3.018558843
949	3.017545627
950	3.017164059
951	3.016685548
952	3.016037318
953	3.015650246
954	3.015378875
955	3.014543347
956	3.014149179
957	3.013238964
958	3.012734694
959	3.012465146
960	3.012055599
961	3.011558464
962	3.011217697
963	3.010331512
964	3.00962308
965	3.009232708
966	3.008969266
967	3.008708687
968	3.008164831
969	3.00748865
970	3.00667694
971	3.006016663
972	3.005582536
973	3.005065565
974	3.004607335
975	3.004111876
976	3.003655554
977	3.002754323
978	3.001891864
979	3.001118866
980	3.000734654
981	2.999778256
982	2.999554748
983	2.999119761
984	2.998661437
985	2.998062397
986	2.99749055
987	2.996757953
988	2.996121485
989	2.995324861
990	2.994748403
991	2.994208463
992	2.993516181
993	2.992760117
994	2.992163744
995	2.991940245
996	2.991109115
997	2.990783536
998	2.989906865
999	2.989156887
1000	2.988608175
1001	2.988343586
1002	2.9878156
1003	2.987364578
1004	2.987040718
1005	2.986631296
1006	2.986213341
1007	2.985952437
1008	2.985274135
1009	2.984723693
1010	2.984327008
1011	2.984137987
1012	2.983108748
1013	2.98269318
1014	2.982305662
1015	2.981662456
1016	2.981167549
1017	2.980473469
1018	2.980134096
1019	2.979172253
1020	2.978597007
1021	2.978450656
1022	2.978171887
1023	2.977916111
1024	2.977370988
1025	2.976971065
1026	2.976013642
1027	2.975676478
1028	2.974876201
1029	2.974678071
1030	2.974308717
1031	2.97408145
1032	2.973853855
1033	2.97331397
1034	2.97299207
1035	2.972682373
1036	2.971997334
1037	2.971553966
1038	2.971072388
1039	2.970838133
1040	2.969809823
1041	2.969787814
1042	2.969390983
1043	2.968473162
1044	2.967927127
1045	2.967525052
1046	2.966730744
1047	2.966111404
1048	2.965746909
1049	2.965484421
1050	2.965121238
1051	2.964840078
1052	2.96443633
1053	2.964028173
1054	2.963803554
1055	2.963430796
1056	2.962912465
1057	2.962746763
1058	2.961956581
1059	2.961735516
1060	2.960747286
1061	2.96043347
1062	2.959725333
1063	2.959207178
1064	2.958423247
1065	2.958047723
1066	2.957357518
1067	2.956723686
1068	2.956392496
1069	2.956148094
1070	2.955815751
1071	2.955315603
1072	2.955296763
1073	2.955146384
1074	2.954789023
1075	2.954416189
1076	2.954221771
1077	2.953571156
1078	2.953044663
1079	2.952436048
1080	2.951972817
1081	2.951328624
1082	2.95093705
1083	2.949861214
1084	2.949453223
1085	2.949006486
1086	2.948547127
1087	2.948475181
1088	2.948298361
1089	2.947476774
1090	2.947190624
1091	2.946705658
1092	2.94663755
1093	2.946210468
1094	2.945482067
1095	2.945183489
1096	2.944676339
1097	2.944132815
1098	2.943818341
1099	2.943205494
1100	2.942715776
1101	2.942048154
1102	2.941703691
1103	2.94122954
1104	2.940749477
1105	2.940378368
1106	2.939913157
1107	2.939347153
1108	2.939050546
1109	2.938365766
1110	2.937381115
1111	2.936969159
1112	2.936279277
1113	2.935658998
1114	2.935440398
1115	2.934999296
1116	2.934562894
1117	2.933966581
1118	2.933461076
1119	2.93311716
1120	2.932762133
1121	2.932510191
1122	2.931900293
1123	2.931395508
1124	2.930965774
1125	2.930512698
1126	2.929905827
1127	2.929863435
1128	2.929664157
1129	2.929004744
1130	2.928809656
1131	2.928131982
1132	2.927272558
1133	2.926939417
1134	2.926235455
1135	2.925860782
1136	2.92524417
1137	2.925015331
1138	2.924461871
1139	2.923954087
1140	2.923551837
1141	2.923392417
1142	2.923213863
1143	2.922996247
1144	2.922647608
1145	2.922609152
1146	2.922321973
1147	2.922216953
1148	2.921671952
1149	2.920905385
1150	2.920427749
1151	2.920064098
1152	2.919390018
1153	2.918818477
1154	2.918112419
1155	2.917932189
1156	2.917471202
1157	2.916895555
1158	2.916568989
1159	2.916238532
1160	2.915567858
1161	2.91548568
1162	2.915189323
1163	2.915062435
1164	2.915017526
1165	2.914392093
1166	2.914014166
1167	2.913487238
1168	2.913358772
1169	2.912925838
1170	2.912463426
1171	2.912115558
1172	2.911474668
1173	2.910623302
1174	2.91028355
1175	2.909781574
1176	2.909049924
1177	2.908656834
1178	2.908129705
1179	2.90790901
1180	2.906896078
1181	2.906537979
1182	2.906131898
1183	2.905738026
1184	2.904945649
1185	2.904663148
1186	2.904277457
1187	2.903761306
1188	2.903310232
1189	2.902630533
1190	2.902162514
1191	2.902161044
1192	2.902011904
1193	2.901522458
1194	2.900522852
1195	2.899991054
1196	2.899555557
1197	2.899376877
1198	2.898835645
1199	2.898442548
1200	2.898215542
1201	2.897771392
1202	2.897620652
1203	2.897032695
1204	2.896477128
1205	2.89630755
1206	2.89598343
1207	2.895664013
1208	2.89485702
1209	2.894583056
1210	2.89409847
1211	2.893995446
1212	2.893283558
1213	2.892599531
1214	2.892290644
1215	2.892281871
1216	2.892012144
1217	2.891455511
1218	2.890840844
1219	2.890451576
1220	2.889991666
1221	2.889856792
1222	2.889700374
1223	2.889091046
1224	2.888813341
1225	2.887810696
1226	2.887305764
1227	2.887124314
1228	2.886823426
1229	2.886563609
1230	2.88592327
1231	2.885301116
1232	2.884988334
1233	2.884835367
1234	2.884293364
1235	2.884189637
1236	2.883932436
1237	2.883540878
1238	2.883075635
1239	2.882636279
1240	2.882066614
1241	2.882058056
1242	2.88137759
1243	2.881170225
1244	2.881126695
1245	2.880673788
1246	2.880084155
1247	2.879188264
1248	2.878637657
1249	2.878088723
1250	2.877745059
1251	2.877744845
1252	2.877574745
1253	2.876631145
1254	2.876328798
1255	2.875800719
1256	2.87569434
1257	2.875423803
1258	2.874968081
1259	2.874562629
1260	2.873943264
1261	2.873934829
1262	2.873769631
1263	2.873211325
1264	2.87279827
1265	2.872576342
1266	2.872147404
1267	2.871713299
1268	2.871215618
1269	2.870545798
1270	2.869915347
1271	2.869483149
1272	2.869282186
1273	2.868865016
1274	2.868292224
1275	2.867994049
1276	2.867590104
1277	2.867160005
1278	2.866557926
1279	2.866364816
1280	2.865786094
1281	2.865365599
1282	2.864783962
1283	2.864197894
1284	2.863598351
1285	2.863177154
1286	2.862869557
1287	2.86251578
1288	2.862088757
1289	2.861845888
1290	2.861385262
1291	2.860631803
1292	2.860004948
1293	2.859898437
1294	2.859819052
1295	2.859425562
1296	2.858864142
1297	2.858546276
1298	2.85813767
1299	2.857786744
1300	2.857233784
1301	2.856924736
1302	2.856530482
1303	2.855734558
1304	2.855481971
1305	2.855214644
1306	2.854591512
1307	2.853993951
1308	2.853192315
1309	2.852747225
1310	2.852218617
1311	2.851585556
1312	2.851152973
1313	2.850960739
1314	2.850402557
1315	2.85011637
1316	2.849756226
1317	2.849301239
1318	2.849277145
1319	2.849079686
1320	2.848801325
1321	2.848389133
1322	2.848065503
1323	2.847351098
1324	2.846888347
1325	2.846429732
1326	2.845985785
1327	2.845508566
1328	2.845329179
1329	2.845095307
1330	2.844748524
1331	2.844346063
1332	2.8439204
1333	2.843641939
1334	2.843140128
1335	2.842872731
1336	2.842395689
1337	2.841965124
1338	2.841639385
1339	2.841420648
1340	2.840808584
1341	2.840477295
1342	2.839845541
1343	2.839278697
1344	2.839038988
1345	2.838921462
1346	2.838550289
1347	2.838333636
1348	2.837769419
1349	2.837339954
1350	2.837232515
1351	2.836848591
1352	2.836618445
1353	2.836099796
1354	2.835559524
1355	2.834738796
1356	2.834280258
1357	2.833999118
1358	2.833906634
1359	2.833872929
1360	2.83351902
1361	2.83330893
1362	2.832800003
1363	2.832669096
1364	2.83235692
1365	2.832061744
1366	2.831739769
1367	2.831372992
1368	2.830205586
1369	2.830071538
1370	2.82966791
1371	2.829400002
1372	2.829217814
1373	2.829015272
1374	2.828712127
1375	2.82824687
1376	2.827946763
1377	2.827365118
1378	2.827167322
1379	2.826589481
1380	2.826099145
1381	2.825234986
1382	2.825031744
1383	2.824436
1384	2.823949391
1385	2.823771619
1386	2.823751174
1387	2.823380658
1388	2.823276611
1389	2.822587159
1390	2.822215152
1391	2.821737686
1392	2.821215997
1393	2.820822328
1394	2.820507897
1395	2.820380178
1396	2.820222007
1397	2.819903537
1398	2.819846759
1399	2.819390999
1400	2.818998015
1401	2.818739289
1402	2.818427677
1403	2.818038382
1404	2.817751074
1405	2.817545637
1406	2.8170208
1407	2.816564922
1408	2.815954283
1409	2.815477076
1410	2.814910169
1411	2.814421723
1412	2.814070056
1413	2.813913963
1414	2.813505114
1415	2.813145555
1416	2.812803208
1417	2.812700062
1418	2.81224976
1419	2.812150165
1420	2.811799466
1421	2.811653834
1422	2.81137186
1423	2.810928227
1424	2.810412855
1425	2.810104195
1426	2.809684022
1427	2.809355679
1428	2.808634288
1429	2.808417755
1430	2.807665582
1431	2.807009297
1432	2.806324677
1433	2.806169178
1434	2.80607618
1435	2.805968303
1436	2.805596324
1437	2.805468095
1438	2.805140173
1439	2.804996057
1440	2.804466754
1441	2.803910474
1442	2.803114591
1443	2.802642538
1444	2.802367238
1445	2.801963826
1446	2.801621914
1447	2.80121263
1448	2.80069164
1449	2.800464198
1450	2.800155538
1451	2.799804608
1452	2.79943129
1453	2.798948035
1454	2.79882248
1455	2.798434541
1456	2.797902505
1457	2.797353297
1458	2.79708041
1459	2.796834312
1460	2.796586376
1461	2.796452805
1462	2.796109312
1463	2.795849402
1464	2.795346604
1465	2.794943091
1466	2.794685619
1467	2.79444197
1468	2.794021182
1469	2.793794849
1470	2.793792181
1471	2.793451131
1472	2.79322125
1473	2.79279959
1474	2.792799528
1475	2.791876101
1476	2.791790978
1477	2.79151683
1478	2.791184758
1479	2.790791038
1480	2.790788663
1481	2.790224426
1482	2.790222261
1483	2.789944662
1484	2.789540025
1485	2.789481429
1486	2.788189299
1487	2.788061206
1488	2.787183396
1489	2.786610019
1490	2.786460104
1491	2.785914652
1492	2.785482448
1493	2.785223122
1494	2.784978628
1495	2.784646338
1496	2.784373038
1497	2.784292738
1498	2.784229822
1499	2.783606647
